
# RunManager log started at Sat Dec 11 21:31:20 2010
# NEATStrategy starting, identifier neat_101211_213120

# RunManager log started at Sat Dec 11 21:55:21 2010
# NEATStrategy starting, identifier neat_101211_215521
file__out/hyperneatTo20gens_101/neat_110115_211410_00000_002_filt__4, 64.5368112011
file__out/hyperneatTo20gens_101/neat_110115_211410_00000_002_filt__5, 42.8981351576
file__out/hyperneatTo20gens_101/neat_110115_211410_00000_002_filt__6, 26.9258240357
file__out/hyperneatTo20gens_101/neat_110115_211410_00000_002_filt__7, 28.0178514522
file__out/hyperneatTo20gens_101/neat_110115_211410_00000_002_filt__8, 187.427986171

# RunManager log started at Mon Jan 24 23:18:47 2011

# RunManager log started at Mon Jan 24 23:20:51 2011
file__out/hyperneatTo20gens_101/neat_110115_175446_00006_001_filt__0, 117.337121151

# RunManager log started at Mon Jan 24 23:33:10 2011
file__out/hyperneatTo20gens_101/neat_110115_175446_00006_001_filt__0, 76.5277727364
file__out/hyperneatTo20gens_101/neat_110115_175446_00006_001_filt__1, 271.073790692
file__out/hyperneatTo20gens_101/neat_110115_175446_00006_001_filt__2, 61.9051694126

# RunManager log started at Mon Jan 24 23:42:45 2011
file__out/hyperneatTo20gens_101/neat_110115_175446_00006_001_filt__0, 32.0039060116

# RunManager log started at Mon Jan 24 23:48:12 2011

# RunManager log started at Wed Feb 16 22:42:14 2011

# RunManager log started at Fri Apr 15 12:19:17 2011
396.80968645798634 2.4548921343192451 0.61496646299143165 0.63100595804704174 0.10610203082357025, 173.769962882

# RunManager log started at Fri Apr 15 12:22:05 2011
387.83127114343347 1.7072918362894889 0.34304763223931639 0.65138372387367893 0.18110687461880159, 296.082758701
386.23305633758116 2.3281463484956539 0.23777147555463829 0.5698416738815365 0.12556016389426367, 182.781290071

# RunManager log started at Fri Apr 15 12:42:53 2011
383.02320569258859 1.9130293915206584 0.35365483105745188 0.69408568179188945 0.3255327541082576, 264.07006646

# RunManager log started at Fri Apr 15 12:54:38 2011
389.77851446054234 1.9372339365389695 0.3567913894006835 0.8468917059337312 0.22837224742536405, 132.457540367

# RunManager log started at Wed Mar 14 18:28:50 2012
RunManager.explore_dimensions, centered at [237.9667 1.7405 1.0303 -0.8397 0.2209]
RunManager.explore_dimensions: dimension 0
0, 0, 0, 
# RunManager log started at Thu Mar 29 03:06:44 2012

# RunManager log started at Thu Mar 29 03:06:54 2012

# RunManager log started at Thu Mar 29 03:07:45 2012

# RunManager log started at Thu Mar 29 03:07:56 2012

# RunManager log started at Thu Mar 29 03:10:18 2012

# RunManager log started at Thu Mar 29 03:55:31 2012

# RunManager log started at Fri Apr  6 02:12:48 2012

# RunManager log started at Fri Apr  6 02:13:06 2012

# RunManager log started at Fri Apr  6 02:13:35 2012

# RunManager log started at Fri Apr  6 02:18:16 2012

# RunManager log started at Fri Apr  6 02:18:32 2012

# RunManager log started at Fri Apr  6 02:19:32 2012

# RunManager log started at Fri Apr  6 02:20:23 2012

# RunManager log started at Fri Apr  6 02:21:03 2012

# RunManager log started at Fri Apr  6 02:21:32 2012

# RunManager log started at Fri Apr  6 02:53:16 2012
383.54919022882143 4.788695480906798 -1.0306799277667062 0.26728851568789225 -0.8920978344134564, 15.5563491861
387.3544080930886 4.0253864267212585 -0.9478529688672763 0.3373298636419276 -0.6683494072739864, 12.1655250606
365.7153842483366 3.382304483978605 -0.7185640646391013 0.39116579465066503 -0.7173996503063717, 25.079872408
387.0953930271214 3.226439975299015 -1.0656458045251143 0.18383881891477166 -0.7375302342584228, 9.21954445729
356.7839745725906 3.2905403380361857 -0.6979414905750625 0.19997230308989328 -0.5205682914157269, 69.1809222257
356.5710617613397 3.5814611890950583 -0.7963553611640013 0.19079256895009566 -0.8420362784082119, 56.0802995712
361.68013374679475 4.507369755577666 -0.9439836007060711 0.31999527084549817 -0.6587144399371432, 18.0277563773
363.75542824040997 3.9185155591858543 -1.1527379312082384 0.41881598760563177 -0.7459634232463314, 17.7200451467

# RunManager log started at Fri Apr  6 03:09:02 2012
141.48714197390103 4.451286461575574 -0.08803932585079172 -0.6470214576607617 0.6515678691746554, 4.472135955
116.85286349151627 4.656646521853204 0.3526069810628758 -0.7541591942250789 0.5280780420708977, 5.65685424949
110.72187564575174 4.102349863807233 0.16519147730774197 -0.7734334487332164 0.5444511673268684, 4.0
107.37376754244106 4.381607538471949 0.10376025472345811 -0.7609353845858663 0.5635326594575306, 3.16227766017
127.3476948000782 4.6489894620799355 -0.0480878081085504 -0.9035496392591353 0.5872555756004074, 4.472135955
136.92465746727143 4.7264749943460584 -0.042622370288606964 -0.8258951356083452 0.5005436105784858, 4.0
149.63466786777022 4.395363851042408 0.2579675050186536 -0.6088267409260606 0.25652964325328265, 10.7703296143
104.46073848810727 4.748233603883337 -0.08034069059932922 -0.7333802497165229 0.6788208807059405, 1.41421356237
105.33938592147872 4.537195773281562 0.30808182590933175 -0.8408456470475267 0.5313516327694395, 4.472135955
99.07367575555993 4.567911447644106 -0.05860144963656877 -0.6091426019876579 0.6783053900019049, 5.83095189485
114.09504274150706 4.710837195061609 0.23610697754818624 -0.7148364175305525 0.47713723419356663, 1.41421356237
130.40165159646128 4.464679559246545 -0.020141280626107566 -0.8915482111717883 0.5537450791624644, 8.0622577483
135.3296924266892 4.486632562928342 0.20977642365144172 -0.667744275932522 0.5891632427779956, 4.12310562562
174.46711323515098 4.93686891840512 0.07027015960306174 -0.8346195548619977 0.4410828628026694, 4.12310562562
76.79379587035797 3.6531872171528543 0.09447839731015148 -0.9576723176869649 0.5084236169844435, 2.2360679775
121.28136858488986 4.697511169323621 0.11190668594905191 -0.8007069922346658 0.6302357264516948, 9.05538513814
97.26801570135049 4.752865369137725 -0.10977584887993119 -0.6538416944546682 0.4937616486558686, 5.09901951359
104.3550006594376 4.466482328495664 0.2702946029320716 -0.7357535290008032 0.48119642363380677, 4.472135955
121.04476835579675 4.221169174426889 -0.10273608391730193 -0.5418481690342546 0.6465509796330864, 4.12310562562
151.20419853534162 4.348217372314929 -0.36492389346667437 -0.7351120908250315 0.612586635641591, 11.1803398875
112.40913409098383 4.2595260347329615 0.4479120082217197 -0.5922088705984614 0.5516638146073336, 18.0277563773
117.14067687469054 3.5597558174350485 0.306633876809001 -0.8935691323533528 0.6039319847485161, 13.0384048104
125.9853681195263 5.079704231080657 0.40531684894267567 -0.6002919699827677 0.45939348247696743, 12.5299640861

# RunManager log started at Fri Apr 13 15:06:44 2012
157.52830524180644 3.14528519720022 0.7127238317326978 -0.7457514934286698 -0.7551132393838572, 35.0570962859
144.9693472847291 2.5887377931780544 0.7969110665066287 -0.7891751766513257 -0.8771689804619734, 12.7279220614
146.33175519056735 2.499717263316219 0.732257393736439 -0.7867080793249659 -0.7957454528301131, 30.4795013083
174.8197232946939 2.6662364152061078 0.9954931990724969 -0.8701213848160654 -0.6427136516994766, 7.61577310586
142.40922967380865 3.080640722802001 0.6416953964898154 -0.82903823671644 -0.7787503620220314, 36.3455636908
141.3370032887123 2.8038518835842945 0.6235892085881349 -0.778859379885226 -0.7810747605093585, 33.5410196625
136.98626920524705 3.890169292367981 0.8934196731129173 -0.7314554538136427 -0.7776187715773865, 12.2065556157
166.29050186041192 2.4599164462506833 0.8194276326796331 -0.8282502139529266 -0.8232743608578161, 19.0262975904
153.22089525012052 2.677838949819896 0.626368493682752 -0.691958814624708 -0.9183946311603884, 24.6981780705
164.65726935660703 2.047209767371311 0.7197653072536447 -0.7556720369995087 -0.8311303715619018, 13.152946438

# RunManager log started at Wed Apr 25 16:24:01 2012

# RunManager log started at Wed Apr 25 16:47:00 2012
15.212335673512058 2.9067846108971658 -1.0579932986046607 0.06528291510617462 0.6000286708783045, 2.2360679775
7.847735411818504 4.900587754888386 -0.6381643045874037 0.025121716811578886 0.45542001639038865, 6.0
5.283843069578303 4.08941892084805 -0.923404704004972 0.15372654417641696 0.45355783735840466, 2.0
1.9859999230660035 3.6990982183331553 -0.6962304725033057 0.06789488533065015 0.4109481792502772, 2.0
14.36689022160679 3.8897419223092724 -1.0038360416763117 0.044820760925609285 0.536747292937228, 5.09901951359
10.724704812545022 3.7884967436353927 -0.9604683916957824 0.040739787002358044 0.5616266420495191, 1.41421356237
23.18158369247572 3.594522407806388 -0.7996635042708559 0.01999338250532367 0.4446599379771519, 4.0

# RunManager log started at Wed Apr 25 16:51:55 2012
97.93772076084481 6.30383475100315 0.10180596971111955 -0.2974631325839401 0.7468903542459362, 1.0
358.9778926549884 3.9496881891333304 1.4614711629324844 -0.3706650869592465 -0.051387115852990606, 77.9871784334
245.63485383025903 3.434867127756308 -0.7537101749254158 -0.307214581931051 0.3157285209106102, 13.4536240471
351.65599021618334 1.8445328807586092 -0.2053581688812991 -0.889158100091336 0.5347358914452309, 48.754486973
175.17960694667113 4.795540100495917 0.3277334813082806 0.541159815141848 -0.8000315291105764, 5.0

# RunManager log started at Wed Apr 25 16:59:06 2012
324.8444284137824 4.297513547721015 0.8565169675155104 -0.514897671670463 0.3592153474815485, 32.2800247831
363.140859331281 7.501112124912192 -1.828396831068832 -0.14906928388336338 0.6716356159597332, 3.16227766017

# RunManager log started at Wed Apr 25 17:05:49 2012
215.06554039752052 4.104228518572975 -0.49775884041193574 -0.6712672325234552 -0.32087364713916755, 21.400934559
192.8865012601098 2.0726965072566346 0.39683863913805917 -0.7968299494273061 0.9681901197829879, 45.6179789118
73.48894461844849 1.8651090105483776 1.842437195988206 -0.9059709367422939 -0.9759939591199158, 8.48528137424
78.23426639562894 3.221548440220047 0.49222012050338426 0.5808641585550023 -0.591398034497195, 1.41421356237
225.12353022693463 7.12171872159487 0.1920912404434869 -0.04085633089160412 0.33438100742756327, 9.05538513814
352.5697849875902 2.8437178208939633 -0.048691533233346185 -0.5235140823345799 0.6883994641375737, 122.200654663
53.981627050867466 1.4305687083244956 0.06312966906458906 -0.22155898985373423 -0.2890480447820494, 0.0
375.5092078244476 3.145075602303095 -1.5195075182415425 -0.35736878636531944 0.7419148651080523, 40.8044115262
297.22043322899736 5.694123904387161 -0.5415592815989081 -0.3346770975285698 -0.732005448614327, 2.82842712475
142.97146323773796 2.0639837894499977 -0.10299314910589574 0.5306224926746417 -0.7281669447381012, 2.2360679775
10.392126948505531 1.133276776762022 -1.8881455625351702 0.30732245644490885 -0.5179308977710264, 1.0
336.56225854542964 4.030171245711232 1.3607517421511757 -0.5894030636464964 0.8022127505549315, 58.4208866759

# RunManager log started at Thu Apr 26 02:54:53 2012

# RunManager log started at Thu Apr 26 02:55:31 2012

# RunManager log started at Thu Apr 26 02:58:56 2012

# RunManager log started at Thu Apr 26 03:05:01 2012

# RunManager log started at Thu Apr 26 03:11:40 2012

# RunManager log started at Thu Apr 26 03:12:28 2012
203.60900271041592 2.493419939880175 0.7149329908485176 -0.289203523263599 0.05472372365781064, 2.0
15.589579687198851 1.6149146210680443 1.9341286036574847 0.8323878903264679 -0.9130977261422011, 1.41421356237
104.9470032828678 3.9965756719016845 0.4554754660863196 -0.5422928068549533 0.8704757697196013, 0.0

# RunManager log started at Thu Apr 26 03:14:35 2012
210.80763978736132 7.335512169905888 -1.8848607979601502 0.8178535803685691 -0.1103517768009239, 0.0
272.97481454212647 2.893372426503586 -1.3228968364766316 -0.4780642715162178 -0.9533631220303456, 6.0827625303
127.07077784336884 2.295219031168497 -1.1660001047787607 -0.35593252580212287 -0.8685990200904528, 1.0

# RunManager log started at Thu Apr 26 03:16:23 2012
339.14033015071186 6.135968119394514 0.22171728120905643 -0.18901730279542517 -0.4145824584691715, 1.41421356237
231.26778398361324 2.4994596872277866 1.7177570868570293 -0.4516799202229844 -0.9460015349982649, 1.41421356237
231.46706444762088 5.560917900903459 0.7831333269972012 0.34407634632718054 -0.805556131262869, 0.0
141.75813839667296 3.271426140987271 0.6381324613297727 -0.5498309164118127 0.1505375670356246, 0.0
369.3650084290773 7.279150496587631 0.2908427281512376 0.8639456064045272 0.8174261280028907, 0.0
317.00501762213975 1.319786585040898 1.6343240700577333 0.850230358082777 -0.1734861470338518, 22.825424421

# RunManager log started at Thu Apr 26 03:21:20 2012
332.26359200738494 1.6663209488681312 1.8735737358911813 -0.7814738077998393 0.870583987959221, 3.60555127546
384.34207878874764 2.3748845251570314 -0.7067359882021824 0.5242560899729014 0.6412165615475454, 13.416407865
244.27022951994383 2.0646672254005787 -1.7930632710114347 0.49203924431576507 -0.3230533308106234, 16.4012194669
82.4400682072307 0.6866070644602593 0.08490082899624429 0.37664133334487726 0.5077397310886964, 0.0
110.15370412584669 5.4909864681597425 0.790376908061202 -0.26245848960959006 0.19073006905149836, 0.0
111.810028338137 4.413818867131755 -1.3175961815996815 0.6619007890703699 -0.8656498413264841, 4.472135955
124.7199265589631 6.0615614522115955 -0.7023032682723578 -0.697920021236778 0.9566880766408967, 1.0
224.96737344712372 2.9568565287622466 0.45467198775004647 0.15787285506223458 -0.8070037616717869, 0.0

# RunManager log started at Thu Feb 28 13:27:42 2013

# RunManager log started at Thu Feb 28 13:38:46 2013

# RunManager log started at Thu Feb 28 13:39:12 2013

# RunManager log started at Thu Feb 28 14:05:49 2013

# RunManager log started at Thu Feb 28 14:06:33 2013

# RunManager log started at Thu Feb 28 14:45:17 2013

# RunManager log started at Thu Feb 28 14:57:05 2013

# RunManager log started at Thu Feb 28 15:58:17 2013

# RunManager log started at Thu Feb 28 15:59:42 2013

# RunManager log started at Thu Feb 28 16:02:14 2013
